#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
555,CVE-2014-9816,,,,,,125,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted viff file.
556,CVE-2014-9815,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (application crash) via a crafted wpg file.
557,CVE-2014-9814,,,,,,476,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted wpg file.
558,CVE-2014-9813,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (application crash) via a crafted viff file.
559,CVE-2014-9812,,,,,,476,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted ps file.
560,CVE-2014-9811,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The xwd file handler in ImageMagick allows remote attackers to cause a denial of service (segmentation fault and application crash) via a malformed xwd file.
561,CVE-2014-9810,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The dpx file handler in ImageMagick allows remote attackers to cause a denial of service (segmentation fault and application crash) via a malformed dpx file.
562,CVE-2014-9809,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (segmentation fault and application crash) via a crafted xwd image.
563,CVE-2014-9808,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (segmentation fault and application crash) via a crafted dpc image.
564,CVE-2014-9807,,,,,,415,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The pdb coder in ImageMagick allows remote attackers to cause a denial of service (double free) via unspecified vectors.
565,CVE-2014-9806,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (file descriptor consumption) via a crafted file.
566,CVE-2014-9805,,,,,,20,,DoS,3/30/2017,4/4/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick allows remote attackers to cause a denial of service (segmentation fault and application crash) via a crafted pnm file.
567,CVE-2014-9804,,,,,,,,DoS,3/30/2017,4/3/2017,5,None,Remote,Low,Not required,None,None,Partial,"vision.c in ImageMagick allows remote attackers to cause a denial of service (infinite loop) via vectors related to ""too many object."""
568,CVE-2014-8716,,,,,,125,,DoS,4/11/2017,4/17/2017,2.1,None,Local,Low,Not required,None,None,Partial,The JPEG decoder in ImageMagick before 6.8.9-9 allows local users to cause a denial of service (out-of-bounds memory access and crash).
569,CVE-2014-8562,before 6.8.9-9 ,HorizontalFilter,,,,125,,DoS,4/11/2017,4/17/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,DCM decode in ImageMagick before 6.8.9-9 allows remote attackers to cause a denial of service (out-of-bounds read).
570,CVE-2014-8561,,,,,,835,,,12/15/2019,12/19/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,imagemagick 6.8.9.6 has remote DOS via infinite loop
571,CVE-2014-8355,,,,,,125,,DoS,4/11/2017,4/17/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,PCX parser code in ImageMagick before 6.8.9-9 allows remote attackers to cause a denial of service (out-of-bounds read).
572,CVE-2014-8354,,,,,,125,,DoS,4/11/2017,5/9/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The HorizontalFilter function in resize.c in ImageMagick before 6.8.9-9 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted image file.
573,CVE-2014-2030,6.8.8-5,WritePSDImage ,,,,787,,DoS Exec Code Overflow,2/6/2020,2/11/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Stack-based buffer overflow in the WritePSDImage function in coders/psd.c in ImageMagick, possibly 6.8.8-5, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted PSD image, involving the L%06ld string, a different vulnerability than CVE-2014-1947."
574,CVE-2014-1958,before 6.8.8-5,DecodePSDPixels ,,,,120,,Exec Code Overflow,2/6/2020,2/12/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Buffer overflow in the DecodePSDPixels function in coders/psd.c in ImageMagick before 6.8.8-5 might allow remote attackers to execute arbitrary code via a crafted PSD image, involving the L%06ld string, a different vulnerability than CVE-2014-2030."
575,CVE-2014-1947,,WritePSDImage ,,,,787,,DoS Exec Code Overflow,2/17/2020,2/21/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Stack-based buffer overflow in the WritePSDImage function in coders/psd.c in ImageMagick 6.5.4 and earlier allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a large number of layers in a PSD image, involving the L%02ld string, a different vulnerability than CVE-2014-2030."
576,CVE-2013-4298,before 6.7.8-8,ReadGIFImage ,,,,119,,DoS Overflow Mem. Corr.,9/10/2013,9/18/2013,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadGIFImage function in coders/gif.c in ImageMagick before 6.7.8-8 allows remote attackers to cause a denial of service (memory corruption and application crash) via a crafted comment in a GIF image.
577,CVE-2012-3437,,,,,,,,DoS,8/7/2012,8/29/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,"The Magick_png_malloc function in coders/png.c in ImageMagick 6.7.8 and earlier does not use the proper variable type for the allocation size, which might allow remote attackers to cause a denial of service (crash) via a crafted PNG file that triggers incorrect memory allocation."
578,CVE-2012-1798,before 6.7.6-3,TIFFGetEXIFProperties ,,,,125,,DoS,6/5/2012,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The TIFFGetEXIFProperties function in coders/tiff.c in ImageMagick before 6.7.6-3 allows remote attackers to cause a denial of service (out-of-bounds read and crash) via a crafted EXIF IFD in a TIFF image.
579,CVE-2012-1610,before 6.7.6-4,GetEXIFProperty ,,,,190,,DoS Overflow,6/5/2012,8/14/2020,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the GetEXIFProperty function in magick/property.c in ImageMagick before 6.7.6-4 allows remote attackers to cause a denial of service (out-of-bounds read) via a large component count for certain EXIF tags in a JPEG image. NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-0259.
580,CVE-2012-1186,6.7.5-8 and earlier,SyncImageProfiles ,,,,835,,DoS Overflow,6/5/2012,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the SyncImageProfiles function in profile.c in ImageMagick 6.7.5-8 and earlier allows remote attackers to cause a denial of service (infinite loop) via crafted IOP tag offsets in the IFD in an image. NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-0248.
581,CVE-2012-1185,,,,,,190,,DoS Exec Code Overflow Mem. Corr.,6/5/2012,7/31/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Multiple integer overflows in (1) magick/profile.c or (2) magick/property.c in ImageMagick 6.7.5 and earlier allow remote attackers to cause a denial of service (memory corruption) and possibly execute arbitrary code via crafted offset value in the ResolutionUnit tag in the EXIF IFD0 of an image. NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-0247.
582,CVE-2012-0260,before 6.7.6-3 ,JPEGWarningHandler ,,,,400,,DoS,6/5/2012,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,The JPEGWarningHandler function in coders/jpeg.c in ImageMagick before 6.7.6-3 allows remote attackers to cause a denial of service (memory consumption) via a JPEG image with a crafted sequence of restart markers.
583,CVE-2012-0259,before 6.7.6-3,GetEXIFProperty ,,,,125,,DoS,6/5/2012,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"The GetEXIFProperty function in magick/property.c in ImageMagick before 6.7.6-3 allows remote attackers to cause a denial of service (crash) via a zero value in the component count of an EXIF XResolution tag in a JPEG file, which triggers an out-of-bounds read."
584,CVE-2012-0248,,,,,,835,,DoS,6/5/2012,7/31/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,ImageMagick 6.7.5-7 and earlier allows remote attackers to cause a denial of service (infinite loop and hang) via a crafted image whose IFD contains IOP tags that all reference the beginning of the IDF.
585,CVE-2012-0247,,,,,,20,,DoS Exec Code Mem. Corr.,6/5/2012,7/31/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 6.7.5-7 and earlier allows remote attackers to cause a denial of service (memory corruption) and possibly execute arbitrary code via crafted offset and count values in the ResolutionUnit tag in the EXIF IFD0 of an image.
586,CVE-2010-4167,,,,,,,,#NAME?,11/22/2010,1/6/2018,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"Untrusted search path vulnerability in configure.c in ImageMagick before 6.6.5-5, when MAGICKCORE_INSTALLED_SUPPORT is defined, allows local users to gain privileges via a Trojan horse configuration file in the current working directory."
587,CVE-2009-1882, 6.5.2-8,XMakeImage ,,,,189,,DoS Exec Code Overflow,6/2/2009,10/10/2018,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Integer overflow in the XMakeImage function in magick/xwindow.c in ImageMagick 6.5.2-8, and GraphicsMagick, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted TIFF file, which triggers a buffer overflow. NOTE: some of these details are obtained from third party information."
588,CVE-2008-1097,6.2.4-5 and 6.2.8-0 ,ReadPCXImage ,,,,399,,DoS Exec Code Overflow Mem. Corr.,3/5/2008,9/29/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in the ReadPCXImage function in the PCX coder in coders/pcx.c in (1) ImageMagick 6.2.4-5 and 6.2.8-0 and (2) GraphicsMagick (aka gm) 1.1.7 allows user-assisted remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted .pcx file that triggers incorrect memory allocation for the scanline array, leading to memory corruption."
589,CVE-2008-1096,6.2.8-0 ,load_tile ,,,,119,,DoS Exec Code Overflow,3/5/2008,9/29/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The load_tile function in the XCF coder in coders/xcf.c in (1) ImageMagick 6.2.8-0 and (2) GraphicsMagick (aka gm) 1.1.7 allows user-assisted remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted .xcf file that triggers an out-of-bounds heap write, possibly related to the ScaleCharToQuantum function."
590,CVE-2007-4988,before 6.3.5-9 ,ReadDIBImage ,,,,119,,Exec Code Overflow,9/24/2007,10/15/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Sign extension error in the ReadDIBImage function in ImageMagick before 6.3.5-9 allows context-dependent attackers to execute arbitrary code via a crafted width value in an image file, which triggers an integer overflow and a heap-based buffer overflow."
591,CVE-2007-4987,before 6.3.5-9 ,ReadBlobString ,,,,189,,Exec Code,9/24/2007,10/15/2018,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Off-by-one error in the ReadBlobString function in blob.c in ImageMagick before 6.3.5-9 allows context-dependent attackers to execute arbitrary code via a crafted image file, which triggers the writing of a '\0' character to an out-of-bounds address."
592,CVE-2007-4986,,,,,,189,,Exec Code Overflow,9/24/2007,10/15/2018,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Multiple integer overflows in ImageMagick before 6.3.5-9 allow context-dependent attackers to execute arbitrary code via a crafted (1) .dcm, (2) .dib, (3) .xbm, (4) .xcf, or (5) .xwd image file, which triggers a heap-based buffer overflow."
593,CVE-2007-4985,before 6.3.5-9 ,"ReadDCMImage , ReadBlobByte , ReadXCFImage , ReadBlobMSBLong ",,,,399,,DoS,9/24/2007,10/15/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"ImageMagick before 6.3.5-9 allows context-dependent attackers to cause a denial of service via a crafted image file that triggers (1) an infinite loop in the ReadDCMImage function, related to ReadBlobByte function calls; or (2) an infinite loop in the ReadXCFImage function, related to ReadBlobMSBLong function calls."
594,CVE-2007-1797,,"ReadDCMImage , ReadXWDImage ",,,,189,,Exec Code Overflow,4/2/2007,10/11/2017,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Multiple integer overflows in ImageMagick before 6.3.3-5 allow remote attackers to execute arbitrary code via (1) a crafted DCM image, which results in a heap-based overflow in the ReadDCMImage function, or (2) the (a) colors or (b) comments field in a crafted XWD image, which results in a heap-based overflow in the ReadXWDImage function, different issues than CVE-2007-1667."
595,CVE-2007-1667,,XGetPixel ,,,,189,,DoS Overflow +Info,3/24/2007,10/16/2018,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Multiple integer overflows in (1) the XGetPixel function in ImUtil.c in X.Org libx11 before 1.0.3, and (2) XInitImage function in xwd.c for ImageMagick, allow user-assisted remote attackers to cause a denial of service (crash) or obtain sensitive information via crafted images with large or negative values that trigger a buffer overflow."
596,CVE-2007-0770,,ReadPALMImage ,,,,,,DoS Exec Code Overflow,2/12/2007,10/16/2018,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Buffer overflow in GraphicsMagick and ImageMagick allows user-assisted remote attackers to cause a denial of service and possibly execute arbitrary code via a PALM image that is not properly handled by the ReadPALMImage function in coders/palm.c. NOTE: this issue is due to an incomplete patch for CVE-2006-5456.
597,CVE-2006-5868,,,,,,,,Overflow,11/22/2006,10/17/2018,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Multiple buffer overflows in Imagemagick 6.0 before 6.0.6.2, and 6.2 before 6.2.4.5, has unknown impact and user-assisted attack vectors via a crafted SGI image."
598,CVE-2006-5456,6.0.7,ReadDCMImage ,,,,119,,DoS Exec Code Overflow,10/23/2006,10/17/2018,5.1,None,Remote,High,Not required,Partial,Partial,Partial,"Multiple buffer overflows in GraphicsMagick before 1.1.7 and ImageMagick 6.0.7 allow user-assisted attackers to cause a denial of service and possibly execute arbitrary code via (1) a DCM image that is not properly handled by the ReadDCMImage function in coders/dcm.c, or (2) a PALM image that is not properly handled by the ReadPALMImage function in coders/palm.c."
599,CVE-2006-4144,before 6.2.9 ,ReadSGIImage ,,,,,,DoS Exec Code Overflow,8/15/2006,10/17/2018,2.6,None,Remote,High,Not required,None,None,Partial,"Integer overflow in the ReadSGIImage function in sgi.c in ImageMagick before 6.2.9 allows user-assisted attackers to cause a denial of service (crash) and possibly execute arbitrary code via large (1) bytes_per_pixel, (2) columns, and (3) rows values, which trigger a heap-based buffer overflow."
600,CVE-2006-3744,,,,,,189,,Exec Code Overflow,8/25/2006,10/11/2017,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Multiple integer overflows in ImageMagick before 6.2.9 allows user-assisted attackers to execute arbitrary code via crafted Sun Rasterfile (bitmap) images that trigger heap-based buffer overflows.
601,CVE-2006-3743,,,,,,,,Exec Code Overflow,8/25/2006,10/11/2017,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Multiple buffer overflows in ImageMagick before 6.2.9 allow user-assisted attackers to execute arbitrary code via crafted XCF images.
602,CVE-2006-2440,,ExpandFilenames ,,,,,,Exec Code Overflow,5/18/2006,10/12/2017,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Heap-based buffer overflow in the libMagick component of ImageMagick 6.0.6.2 might allow attackers to execute arbitrary code via an image index array that triggers the overflow during filename glob expansion by the ExpandFilenames function.
